Prompt,Answer
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""random1"" type=""random""/>
    <figure name=""random2"" type=""random""/>
    <figure name=""Expression1"" type=""evalexpression""/>
    <figure name=""Expression2"" type=""evalexpression""/>
    <figure name=""Update Variables A"" type=""updatevariable""/>
    <figure name=""random3"" type=""random""/>
    <figure name=""Decision"" type=""decision""/>
    <figure name=""random4"" type=""random""/>
    <figure name=""Update Variables B"" type=""updatevariable""/>
    <figure name=""Update Globals"" type=""updateglobals""/>
  </figures>
  <connections>
    <connection from=""Decision"" to=""random4"" condition=""""/>
    <connection from=""Decision"" to=""Update Globals"" condition=""False""/>
    <connection from=""Decision"" to=""Update Variables B"" condition=""True""/>
    <connection from=""random3"" to=""Decision"" condition=""""/>
    <connection from=""random2"" to=""Update Variables A"" condition=""""/>
    <connection from=""Expression1"" to=""Expression2"" condition=""""/>
    <connection from=""random2"" to=""Expression1"" condition=""""/>
    <connection from=""start"" to=""random1"" condition=""""/>
    <connection from=""random1"" to=""random2"" condition=""""/>
    <connection from=""Update Variables A"" to=""random3"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Create Folder"" type=""ftpcreatefolder""/>
    <figure name=""Writes content to TXT File"" type=""writefile""/>
    <figure name=""Upload File"" type=""ftpsendfile""/>
    <figure name=""Rename File"" type=""ftprenamefile""/>
    <figure name=""Download File"" type=""ftpgetfile""/>
    <figure name=""Rename Folder"" type=""ftprenamefolder""/>
    <figure name=""Delete File"" type=""ftpdeletefile""/>
    <figure name=""Delete Folder"" type=""ftpdeletefolder""/>
  </figures>
  <connections>
    <connection from=""Upload File"" to=""Rename File"" condition=""""/>
    <connection from=""Create Folder"" to=""Writes content to TXT File"" condition=""""/>
    <connection from=""Delete File"" to=""Delete Folder"" condition=""""/>
    <connection from=""start"" to=""Create Folder"" condition=""""/>
    <connection from=""Rename Folder"" to=""Delete File"" condition=""""/>
    <connection from=""Writes content to TXT File"" to=""Upload File"" condition=""""/>
    <connection from=""Rename File"" to=""Download File"" condition=""""/>
    <connection from=""Download File"" to=""Rename Folder"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Run Report None"" type=""runreport""/>
    <figure name=""Run Report True"" type=""runreport""/>
    <figure name=""Run Report Evaluate"" type=""runreport""/>
    <figure name=""Run Report True1"" type=""runreport""/>
    <figure name=""Run Report True2"" type=""runreport""/>
    <figure name=""Run Report True3"" type=""runreport""/>
    <figure name=""Run Report Error"" type=""runreport""/>
    <figure name=""Place Holder"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""Run Report None"" to=""Run Report True"" condition=""""/>
    <connection from=""Run Report Error"" to=""Place Holder"" condition=""error""/>
    <connection from=""Run Report True3"" to=""Run Report Error"" condition=""True""/>
    <connection from=""Run Report True2"" to=""Run Report True3"" condition=""True""/>
    <connection from=""Run Report True1"" to=""Run Report True2"" condition=""True""/>
    <connection from=""Run Report Evaluate"" to=""Run Report True1"" condition=""Evaluate""/>
    <connection from=""Run Report True"" to=""Run Report Evaluate"" condition=""True""/>
    <connection from=""start"" to=""Run Report None"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Update Variables"" type=""updatevariable""/>
    <figure name=""CSR-680-MasterFlow-Task1"" type=""task""/>
    <figure name=""Wait till Variable.waitTime"" type=""waitfordatetime""/>
    <figure name=""CSR-680-MasterFlow-Task2"" type=""task""/>
    <figure name=""Wait till variable.newTime"" type=""waitfordatetime""/>
    <figure name=""CSR-680-SubWorkflow"" type=""subworkflow""/>
  </figures>
  <connections>
    <connection from=""Update Variables"" to=""CSR-680-MasterFlow-Task1"" condition=""""/>
    <connection from=""CSR-680-MasterFlow-Task1"" to=""Wait till Variable.waitTime"" condition=""""/>
    <connection from=""Wait till Variable.waitTime"" to=""CSR-680-MasterFlow-Task2"" condition=""""/>
    <connection from=""CSR-680-MasterFlow-Task2"" to=""Wait till variable.newTime"" condition=""""/>
    <connection from=""Wait till variable.newTime"" to=""CSR-680-SubWorkflow"" condition=""""/>
    <connection from=""start"" to=""Update Variables"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""User Selection Task"" type=""userselectiontask""/>
    <figure name=""Task"" type=""task""/>
    <figure name=""Route to Queue"" type=""routetoqueue""/>
    <figure name=""Check List Task"" type=""checklisttask""/>
    <figure name=""Choice Task"" type=""choicetask""/>
    <figure name=""Task1"" type=""task""/>
    <figure name=""Place Holder"" type=""placeholder""/>
    <figure name=""Test Mode?"" type=""istestmode""/>
  </figures>
  <connections>
    <connection from=""start"" to=""User Selection Task"" condition=""""/>
    <connection from=""Task1"" to=""Place Holder"" condition=""""/>
    <connection from=""Check List Task"" to=""Choice Task"" condition=""""/>
    <connection from=""Route to Queue"" to=""Check List Task"" condition=""""/>
    <connection from=""Task"" to=""Route to Queue"" condition=""""/>
    <connection from=""User Selection Task"" to=""Task"" condition=""""/>
    <connection from=""Choice Task"" to=""Task1"" condition=""""/>
    <connection from=""Place Holder"" to=""Test Mode?"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""task 0_20 days"" type=""task""/>
    <figure name=""ML 20th Apr 9AM"" type=""milestone""/>
    <figure name=""task 2_4 days"" type=""task""/>
    <figure name=""synchronize"" type=""synchronize""/>
    <figure name=""task 3_2 days"" type=""task""/>
    <figure name=""task 1_1 days"" type=""task""/>
  </figures>
  <connections>
    <connection from=""task 0_20 days"" to=""ML 20th Apr 9AM"" condition=""""/>
    <connection from=""ML 20th Apr 9AM"" to=""task 1_1 days"" condition=""""/>
    <connection from=""ML 20th Apr 9AM"" to=""task 2_4 days"" condition=""""/>
    <connection from=""task 1_1 days"" to=""synchronize"" condition=""""/>
    <connection from=""task 2_4 days"" to=""synchronize"" condition=""""/>
    <connection from=""synchronize"" to=""task 3_2 days"" condition=""""/>
    <connection from=""start"" to=""task 0_20 days"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""createuser"" type=""createuser""/>
    <figure name=""getworkflowuserid"" type=""getworkflowuserid""/>
    <figure name=""changeuserinfo"" type=""changeuserinfo""/>
    <figure name=""makeuseractiveinactive"" type=""makeuseractiveinactive""/>
    <figure name=""removeuser"" type=""removeuser""/>
    <figure name=""changeuserpassword"" type=""changeuserpassword""/>
    <figure name=""getorgusers (report to me)"" type=""getorgusers""/>
    <figure name=""getorgusers (Managers)"" type=""getorgusers""/>
  </figures>
  <connections>
    <connection from=""createuser"" to=""getworkflowuserid"" condition=""""/>
    <connection from=""start"" to=""createuser"" condition=""""/>
    <connection from=""getworkflowuserid"" to=""changeuserpassword"" condition=""""/>
    <connection from=""changeuserinfo"" to=""makeuseractiveinactive"" condition=""""/>
    <connection from=""changeuserpassword"" to=""getorgusers (Managers)"" condition=""""/>
    <connection from=""changeuserpassword"" to=""getorgusers (report to me)"" condition=""""/>
    <connection from=""getworkflowuserid"" to=""changeuserinfo"" condition=""""/>
    <connection from=""makeuseractiveinactive"" to=""removeuser"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Convert date time with time zone to UTC"" type=""clsdatetimetoutc""/>
    <figure name=""Convert date time with time zone to UTC True"" type=""clsdatetimetoutc""/>
    <figure name=""Convert date time with time zone to UTC Evaluate"" type=""clsdatetimetoutc""/>
    <figure name=""Convert date time with time zone to UTC Error"" type=""clsdatetimetoutc""/>
    <figure name=""Place Holder"" type=""placeholder""/>
    <figure name=""Convert utc date times to selected time zone - None"" type=""clsutctotimezone""/>
    <figure name=""Convert utc date times to selected time zone - True"" type=""clsutctotimezone""/>
    <figure name=""Convert utc date times to selected time zone- Evaluate"" type=""clsutctotimezone""/>
    <figure name=""Convert utc date times to selected time zone- Error"" type=""clsutctotimezone""/>
    <figure name=""Place Holder1"" type=""placeholder""/>
    <figure name=""Convert utc date times to user time zone"" type=""clsutctousertimezone""/>
    <figure name=""Convert utc date times to user time zone - True"" type=""clsutctousertimezone""/>
    <figure name=""Convert utc date times to user time zone - Evaluate"" type=""clsutctousertimezone""/>
    <figure name=""Convert utc date times to user time zone - error"" type=""clsutctousertimezone""/>
    <figure name=""Place Holder2"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Convert utc date times to user time zone"" condition=""""/>
    <connection from=""start"" to=""Convert utc date times to selected time zone - None"" condition=""""/>
    <connection from=""start"" to=""Convert date time with time zone to UTC"" condition=""""/>
    <connection from=""Convert utc date times to user time zone - error"" to=""Place Holder2"" condition=""error""/>
    <connection from=""Convert utc date times to user time zone - Evaluate"" to=""Convert utc date times to user time zone - error"" condition=""Evaluate""/>
    <connection from=""Convert utc date times to user time zone - True"" to=""Convert utc date times to user time zone - Evaluate"" condition=""True""/>
    <connection from=""Convert utc date times to user time zone"" to=""Convert utc date times to user time zone - True"" condition=""""/>
    <connection from=""Convert utc date times to selected time zone- Error"" to=""Place Holder1"" condition=""error""/>
    <connection from=""Convert utc date times to selected time zone- Evaluate"" to=""Convert utc date times to selected time zone- Error"" condition=""Evaluate""/>
    <connection from=""Convert utc date times to selected time zone - True"" to=""Convert utc date times to selected time zone- Evaluate"" condition=""True""/>
    <connection from=""Convert utc date times to selected time zone - None"" to=""Convert utc date times to selected time zone - True"" condition=""""/>
    <connection from=""Convert date time with time zone to UTC"" to=""Convert date time with time zone to UTC True"" condition=""""/>
    <connection from=""Convert date time with time zone to UTC Error"" to=""Place Holder"" condition=""error""/>
    <connection from=""Convert date time with time zone to UTC Evaluate"" to=""Convert date time with time zone to UTC Error"" condition=""Evaluate""/>
    <connection from=""Convert date time with time zone to UTC True"" to=""Convert date time with time zone to UTC Evaluate"" condition=""True""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Update Variables"" type=""updatevariable""/>
    <figure name=""CSR-680-MasterFlow-Task1"" type=""task""/>
    <figure name=""Wait till Variable.waitTime"" type=""waitfordatetime""/>
    <figure name=""CSR-680-MasterFlow-Task2"" type=""task""/>
    <figure name=""Wait till variable.newTime"" type=""waitfordatetime""/>
    <figure name=""CSR-680-SubWorkflow"" type=""subworkflow""/>
  </figures>
  <connections>
    <connection from=""Update Variables"" to=""CSR-680-MasterFlow-Task1"" condition=""""/>
    <connection from=""CSR-680-MasterFlow-Task1"" to=""Wait till Variable.waitTime"" condition=""""/>
    <connection from=""Wait till Variable.waitTime"" to=""CSR-680-MasterFlow-Task2"" condition=""""/>
    <connection from=""CSR-680-MasterFlow-Task2"" to=""Wait till variable.newTime"" condition=""""/>
    <connection from=""Wait till variable.newTime"" to=""CSR-680-SubWorkflow"" condition=""""/>
    <connection from=""start"" to=""Update Variables"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""task 0_20 days"" type=""task""/>
    <figure name=""ML 20th Apr 9AM"" type=""milestone""/>
    <figure name=""task 2_4 days"" type=""task""/>
    <figure name=""synchronize"" type=""synchronize""/>
    <figure name=""task 3_2 days"" type=""task""/>
    <figure name=""task 1_1 days"" type=""task""/>
  </figures>
  <connections>
    <connection from=""task 0_20 days"" to=""ML 20th Apr 9AM"" condition=""""/>
    <connection from=""ML 20th Apr 9AM"" to=""task 1_1 days"" condition=""""/>
    <connection from=""ML 20th Apr 9AM"" to=""task 2_4 days"" condition=""""/>
    <connection from=""task 1_1 days"" to=""synchronize"" condition=""""/>
    <connection from=""task 2_4 days"" to=""synchronize"" condition=""""/>
    <connection from=""synchronize"" to=""task 3_2 days"" condition=""""/>
    <connection from=""start"" to=""task 0_20 days"" condition=""""/>
  </connections>
</processDiagram>"
Generate me a new long XML,"<?xml version='1.0' encoding='utf-8'?>
<processDiagram>
  <figures>
    <figure name=""start"" type=""start""/>
    <figure name=""Get process instance ID"" type=""executesql""/>
    <figure name=""Generate Instance Audit report None"" type=""processinstanceauditreport""/>
    <figure name=""Generate Instance Audit report True"" type=""processinstanceauditreport""/>
    <figure name=""Generate Instance Audit report Error"" type=""processinstanceauditreport""/>
    <figure name=""Place Holder"" type=""placeholder""/>
    <figure name=""Get process definition ID"" type=""executesql""/>
    <figure name=""Generate Def Auditreport None"" type=""processdefinitionauditreport""/>
    <figure name=""Generate Def Auditreport True"" type=""processdefinitionauditreport""/>
    <figure name=""Generate Def Auditreport Error"" type=""processdefinitionauditreport""/>
    <figure name=""Generate Def Auditreport False"" type=""processdefinitionauditreport""/>
    <figure name=""Place Holder1"" type=""placeholder""/>
    <figure name=""Instantiate Form"" type=""instantiateform""/>
    <figure name=""Create PDF  True"" type=""formpdf""/>
    <figure name=""Create PDF Error"" type=""formpdf""/>
    <figure name=""Place Holder2"" type=""placeholder""/>
    <figure name=""Generate Doc None"" type=""worddocgenerator""/>
    <figure name=""Generate Doc True"" type=""worddocgenerator""/>
    <figure name=""Generate Doc Error"" type=""worddocgenerator""/>
    <figure name=""Generate Doc Evaluate"" type=""worddocgenerator""/>
    <figure name=""Place Holder3"" type=""placeholder""/>
    <figure name=""Create Calendar Event None"" type=""createcalendarevent""/>
    <figure name=""Create Calendar Event Error"" type=""createcalendarevent""/>
    <figure name=""Place Holder4"" type=""placeholder""/>
    <figure name=""Send Email"" type=""email""/>
    <figure name=""Send Email Error"" type=""email""/>
    <figure name=""Send Email False"" type=""email""/>
    <figure name=""Place Holder5"" type=""placeholder""/>
    <figure name=""Convert to PDF None"" type=""wordtopdf""/>
    <figure name=""Convert to PDF True"" type=""wordtopdf""/>
    <figure name=""Convert to PDF Error"" type=""wordtopdf""/>
    <figure name=""Place Holder6"" type=""placeholder""/>
    <figure name=""Generate ID  None"" type=""clsgenerateid""/>
    <figure name=""Generate ID True"" type=""clsgenerateid""/>
    <figure name=""Generate ID error"" type=""clsgenerateid""/>
    <figure name=""Place Holder7"" type=""placeholder""/>
    <figure name=""Doc Replacer None"" type=""worddocreplacer""/>
    <figure name=""Doc Replacer Error"" type=""worddocreplacer""/>
    <figure name=""Place Holder8"" type=""placeholder""/>
  </figures>
  <connections>
    <connection from=""start"" to=""Doc Replacer None"" condition=""""/>
    <connection from=""start"" to=""Generate ID  None"" condition=""""/>
    <connection from=""start"" to=""Convert to PDF None"" condition=""""/>
    <connection from=""start"" to=""Send Email"" condition=""""/>
    <connection from=""Get process instance ID"" to=""Generate Instance Audit report None"" condition=""""/>
    <connection from=""start"" to=""Create Calendar Event None"" condition=""""/>
    <connection from=""start"" to=""Generate Doc None"" condition=""""/>
    <connection from=""Get process definition ID"" to=""Generate Def Auditreport None"" condition=""""/>
    <connection from=""start"" to=""Instantiate Form"" condition=""""/>
    <connection from=""Create Calendar Event Error"" to=""Place Holder4"" condition=""error""/>
    <connection from=""Generate Doc True"" to=""Generate Doc Error"" condition=""True""/>
    <connection from=""Create PDF Error"" to=""Place Holder2"" condition=""error""/>
    <connection from=""Create PDF  True"" to=""Create PDF Error"" condition=""True""/>
    <connection from=""Instantiate Form"" to=""Create PDF  True"" condition=""True""/>
    <connection from=""Generate Instance Audit report Error"" to=""Place Holder"" condition=""error""/>
    <connection from=""Generate Instance Audit report True"" to=""Generate Instance Audit report Error"" condition=""True""/>
    <connection from=""Generate Instance Audit report None"" to=""Generate Instance Audit report True"" condition=""""/>
    <connection from=""Generate ID error"" to=""Place Holder7"" condition=""error""/>
    <connection from=""Doc Replacer Error"" to=""Place Holder8"" condition=""error""/>
    <connection from=""Doc Replacer None"" to=""Doc Replacer Error"" condition=""""/>
    <connection from=""Generate ID True"" to=""Generate ID error"" condition=""True""/>
    <connection from=""Generate ID  None"" to=""Generate ID True"" condition=""""/>
    <connection from=""Convert to PDF None"" to=""Convert to PDF True"" condition=""""/>
    <connection from=""Convert to PDF True"" to=""Convert to PDF Error"" condition=""True""/>
    <connection from=""Generate Def Auditreport False"" to=""Place Holder1"" condition=""False""/>
    <connection from=""Generate Def Auditreport Error"" to=""Generate Def Auditreport False"" condition=""error""/>
    <connection from=""Generate Def Auditreport True"" to=""Generate Def Auditreport Error"" condition=""True""/>
    <connection from=""Send Email False"" to=""Place Holder5"" condition=""False""/>
    <connection from=""Send Email Error"" to=""Send Email False"" condition=""True""/>
    <connection from=""Send Email"" to=""Send Email Error"" condition=""True""/>
    <connection from=""Generate Doc Evaluate"" to=""Place Holder3"" condition=""Evaluate""/>
    <connection from=""Generate Doc Error"" to=""Generate Doc Evaluate"" condition=""error""/>
    <connection from=""Generate Def Auditreport None"" to=""Generate Def Auditreport True"" condition=""""/>
    <connection from=""Generate Doc None"" to=""Generate Doc True"" condition=""""/>
    <connection from=""Create Calendar Event None"" to=""Create Calendar Event Error"" condition=""""/>
    <connection from=""start"" to=""Get process definition ID"" condition=""""/>
    <connection from=""start"" to=""Get process instance ID"" condition=""""/>
    <connection from=""Convert to PDF Error"" to=""Place Holder6"" condition=""error""/>
  </connections>
</processDiagram>"
